ID label_en synonym_en label_ja	synonym_ja notification_number Mondo
1200183	[Shitei] Moyamoya disease		[指定] もやもや病	ウィリス動脈輪閉塞症	MONDO:0016820	22
1200186	[Shitei] Prion disease		[指定] プリオン病		MONDO:0005429	23
1200195	[Shitei] Subacute sclerosing panencephalitis	SSPE	[指定] 亜急性硬化性全脳炎		MONDO:0009835	24
1200205	[Shitei] Progressive multifocal leukoencephalopathy	PML	[指定] 進行性多巣性白質脳症		MONDO:0016318	25
1200206	[Shitei] HTLV-1-associated myelopathy	HAM	[指定] HTLV-1関連脊髄症	HAM	MONDO:0008039	26
1200207	[Shitei] Idiopathic basal ganglia calcification	IBGC	[指定] 特発性基底核石灰化症		MONDO:0008947	27
1200209	[Shitei] Systemic amyloidosis		[指定] 全身性アミロイドーシス		MONDO:0017816	28
1200215	[Shitei] Ullrich disease	Ullrich's disease|Ullrich congenital muscular dystrophy	[指定] ウルリッヒ病	ウルリッヒ型先天性筋ジストロフィー	MONDO:0000355|MONDO:0009681	29
1200216	[Shitei] Distal myopathy		[指定] 遠位型ミオパチー		MONDO:0018949	30
1200220	[Shitei] Bethlem Myopathy		[指定] ベスレムミオパチー		MONDO:0008029	31
1200221	[Shitei] Autophagic vacuolar myopathy		[指定] 自己貪食空胞性ミオパチー			32
1200224	[Shitei] Schwartz-Jampel syndrome	SJS	[指定] シュワルツ・ヤンペル症候群	Schwartz-Jampel症候群	MONDO:0009717	33
1200225	[Shitei] Neurofibromatosis		[指定] 神経線維腫症		MONDO:0018975|MONDO:0021061	34
1200228	[Shitei] Pemphigus		[指定] 天疱瘡		MONDO:0006594	35
1200234	[Shitei] Epidermolysis bullosa		[指定] 表皮水疱症		MONDO:0006541	36
1200240	[Shitei] Pustular psoriasis	Generalized pustular psoriasis|GPP	[指定] 膿疱性乾癬（汎発型）		MONDO:0016597|MONDO:0022205	37
1200245	[Shitei] Stevens-Johnson syndrome	SJS	[指定] スティーヴンス・ジョンソン症候群	皮膚粘膜眼症候群|Stevens-Johnson症候群	MONDO:0018229	38
1200246	[Shitei] Toxic epidermal necrolysis	TEN	[指定] 中毒性表皮壊死症		MONDO:0019810	39
1200251	[Shitei] Takayasu arteritis	Aortitis syndrome|Takayasu's arteritis	[指定] 高安動脈炎		MONDO:0006656|MONDO:0017991	40
1200258	[Shitei] Giant cell arteritis	GCA	[指定] 巨細胞性動脈炎		MONDO:0008538	41
1200261	[Shitei] Polyarteritis nodosa	Periarteritis nodosa|PAN	[指定] 結節性多発動脈炎	結節性動脈周囲炎	MONDO:0019170	42
1200262	[Shitei] Microscopic polyangiitis	MPA	[指定] 顕微鏡的多発血管炎		MONDO:0019124	43
1200263	[Shitei] Granulomatosis with polyangiitis	Wegeners granulomatosis|GPA	[指定] 多発血管炎性肉芽腫症	ウェゲナー肉芽腫症	MONDO:0012105	44
1200264	[Shitei] Eosinophilic granulomatosis with polyangiitis	EGPA|Allergic granulomatous angiitis|Churg Strauss syndrome	[指定] 好酸球性多発血管炎性肉芽腫症	アレルギー性肉芽腫性血管炎|チャーグ・ストラウス症候群	MONDO:0015943	45
1200265	[Shitei] Rheumatoid vasculitis	Rheumatoid arthritis with vasculitis|Malignant rheumatoid arthritis	[指定] 悪性関節リウマチ	リウマトイド血管炎|血管炎を伴う関節リウマチ	MONDO:0043267	46
1200266	[Shitei] Buerger's disease	Thromboangiitis obliterans|TAO	[指定] バージャー病	ビュルガー病|閉塞性血栓血管炎	MONDO:0008889	47
1200267	[Shitei] Primary antiphospholipid antibody syndrome	Primary antiphospholipid syndrome|Primary APS	[指定] 原発性抗リン脂質抗体症候群	原発性APS	MONDO:0005204	48
1200272	[Shitei] Systemic lupus erythematosus		[指定] 全身性エリテマトーデス		MONDO:0007915	49
1200273	[Shitei] Dermatomyositis/Polymyositis	DM/PM	[指定] 皮膚筋炎／多発性筋炎			50
1200277	[Shitei] Systemic sclerosis	Systemic scleroderma	[指定] 全身性強皮症		MONDO:0005100	51
1200278	[Shitei] Mixed connective tissue disease	MCTD	[指定] 混合性結合組織病		MONDO:0005854	52
1200279	[Shitei] Sjogren's syndrome	Sjogren syndrome|Sjögren's syndrome	[指定] シェーグレン症候群	Sjogren症候群	MONDO:0010030	53
1200282	[Shitei] Adult-onset Still disease	Adult Still disease|Adult-onset Still disease|AOSD|Adult Still's disease	[指定] 成人発症スチル病	成人Still病|成人スチル病	MONDO:0019355	54
1200283	[Shitei] Relapsing polychondritis	RP	[指定] 再発性多発軟骨炎		MONDO:0019125	55
1200284	[Shitei] Behcet's disease	Behcet disease	[指定] ベーチェット病		MONDO:0007191	56
1200285	[Shitei] Idiopathic dilated cardiomyopathy		[指定] 特発性拡張型心筋症			57
1200286	[Shitei] Hypertrophic cardiomyopathy	HCM	[指定] 肥大型心筋症		MONDO:0005045	58
1200292	[Shitei] Restrictive cardiomyopathy	Restricted cardiomyopathy	[指定] 拘束型心筋症		MONDO:0005201	59
1200295	[Shitei] Aplastic anemia	Aplastic anaemia	[指定] 再生不良性貧血		MONDO:0015909	60
1200305	[Shitei] Autoimmune hemolytic anemia	Autoimmune haemolytic anaemia|AIHA	[指定] 自己免疫性溶血性貧血		MONDO:0020108	61
1200311	[Shitei] Paroxysmal nocturnal hemoglobinuria	Paroxysmal nocturnal haemoglobinuria|PNH	[指定] 発作性夜間ヘモグロビン尿症		MONDO:0018641	62
1200315	[Shitei] Immune thrombocytopenia	Primary immune thrombocytopenia|ITP	[指定] 免疫性血小板減少症		MONDO:0008558	63
1200316	[Shitei] Thrombotic thrombocytopenic purpura	TTP	[指定] 血栓性血小板減少性紫斑病		MONDO:0018896	64
1200320	[Shitei] Primary immunodeficiency syndrome	Primary immunodeficiency disease|PID	[指定] 原発性免疫不全症候群		MONDO:0003778	65
1200366	[Shitei] IgA nephropathy		[指定] IgＡ腎症		MONDO:0005342	66
1200367	[Shitei] Polycystic kidney disease	Polycystic kidney|PKD	[指定] 多発性嚢胞腎		MONDO:0020642	67
1200370	[Shitei] Ossification of ligamentum flavum	Ossification of the ligamentum flavum|OLF	[指定] 黄色靱帯骨化症			68
1200371	[Shitei] Ossification of posterior longitudinal ligament	OPLL|Ossification of the posterior longitudinal ligament	[指定] 後縦靱帯骨化症	OPLL	MONDO:0011230	69
1200372	[Shitei] Coexisting cervical and lumbar spinal stenosis		[指定] 広範脊柱管狭窄症		MONDO:0005965	70
1200373	[Shitei] Idiopathic osteonecrosis of femoral head	Idiopathic osteonecrosis of the femoral head|ION	[指定] 特発性大腿骨頭壊死症		MONDO:0012126	71
1200374	[Shitei] Diencephalo-hypophysial insufficiency-inappropriate ADH syndrome	Pituitary ADH secretion disorders|Syndrome of inappropriate ADH secretion|SIADH	[指定] 下垂体性ADH分泌異常症			72
1200377	[Shitei] Diencephalo-hypophysial insufficiency-inappropriate thyroid stimulating hormone syndrome	TSH-secreting pituitary adenoma|Syndrome of inappropriate thyroid-stimulating hormone secretion|Syndrome of inappropriate TSH secretion	[指定] 下垂体性TSH分泌亢進症		MONDO:0019611	73
1200378	[Shitei] Diencephalo-hypophysial insufficiency-inappropriate prolactin syndrome	Prolactin secreting pituitary adenoma|PRL-secreting pituitary adenoma|Inappropriate prolactin secretion syndrome	[指定] 下垂体性PRL分泌亢進症		MONDO:0010911	74
1200379	[Shitei] Cushing disease	Cushing's Disease	[指定] クッシング病	Cushing病	MONDO:0009050	75
1200380	[Shitei] Diencephalo-hypophysial dysfunction-syndrome of abnormal secretion of gonadotropin	Pituitary gonadotropin secretion hyperthyroidism	[指定] 下垂体性ゴナドトロピン分泌亢進症			76
1200386	[Shitei] Diencephalo-hypophysial dysfunction-syndrome of abnormal secretion of growth hormone	Growth hormone secreting pituitary adenoma	[指定] 下垂体性成長ホルモン分泌亢進症		MONDO:0006238	77
1200387	[Shitei] Hypopituitarism syndrome	Hypopituitarism	[指定] 下垂体前葉機能低下症		MONDO:0005152	78
1200394	[Shitei] Homozygous familial hypercholesterolemia	Homozygous familial hypercholesterolaemia|Homozygous FH	[指定] 家族性高コレステロール血症ホモ接合体	FHホモ接合体	MONDO:0018328	79
1200395	[Shitei] Resistance to thyroid hormone	Syndrome of Resistance to Thyroid Hormone|RTH|Thyroid hormone insensitivity syndrome	[指定] 甲状腺ホルモン不応症		MONDO:0001328|MONDO:0010131	80
1200396	[Shitei] Congenital adrenal enzyme deficiency	Congenital adrenal hyperplasia|Congenial adrenal cortex enzyme deficiency	[指定] 先天性副腎皮質酵素欠損症		MONDO:0018479	81
1200403	[Shitei] Congenital adrenal hypoplasia		[指定] 先天性副腎低形成症	常染色体性先天性副腎低形成	MONDO:0010264|MONDO:0016241	82
1200411	[Shitei] Addison's disease	Primary chronic adrenocortical insufficiency|Addison disease	[指定] アジソン病	Addison病	MONDO:0009410|MONDO:0015129	83
1200415	[Shitei] Sarcoidosis		[指定] サルコイドーシス		MONDO:0019338	84
1200416	[Shitei] Idiopathic interstitial pneumonia	IIPs	[指定] 特発性間質性肺炎		MONDO:0002429	85
1200425	[Shitei] Pulmonary arterial hypertension	PAH	[指定] 肺動脈性肺高血圧症		MONDO:0015924	86
1200426	[Shitei] Pulmonary veno-occlusive disease / pulmonary capillary hemangiomatosis	Pulmonary veno-occlusive disease / pulmonary capillary haemangiomatosis|Pulmonary veno-occlusive disease and/or pulmonary capillary haemangiomatosis|PVOD / PCH	[指定] 肺静脈閉塞症／肺毛細血管腫症		MONDO:0018554	87
1200429	[Shitei] Chronic thromboembolic pulmonary hypertension	CTEPH	[指定] 慢性血栓塞栓性肺高血圧症		MONDO:0013024	88
1200430	[Shitei] Lymphangioleiomyomatosis	LAM	[指定] リンパ脈管筋腫症	LAM	MONDO:0011705	89
1200431	[Shitei] Retinitis pigmentosa		[指定] 網膜色素変性症		MONDO:0019200	90
1200437	[Shitei] Budd-Chiari syndrome		[指定] バッド・キアリ症候群		MONDO:0010947	91
1200438	[Shitei] Idiopathic portal hypertension	Banti syndrome|IPH	[指定] 特発性門脈圧亢進症	バンチ症候群|Banti症候群	MONDO:0021969	92
1200439	[Shitei] Primary biliary cholangitis	Primary biliary cirrhosis|PBC	[指定] 原発性胆汁性胆管炎		MONDO:0005388	93
1200440	[Shitei] Primary sclerosing cholangitis	PSC	[指定] 原発性硬化性胆管炎	PSC	MONDO:0013433|MONDO:0018646	94
1200441	[Shitei] Autoimmune hepatitis	AIH	[指定] 自己免疫性肝炎		MONDO:0016264	95
1200444	[Shitei] Crohn's disease	Crohn Disease	[指定] クローン病	Crohn病	MONDO:0005011	96
1200449	[Shitei] Ulcerative colitis		[指定] 潰瘍性大腸炎		MONDO:0005101	97
1200454	[Shitei] Eosinophilic gastrointestinal disorders	Eosinophilic gastrointestinal disease|EGID	[指定] 好酸球性消化管疾患		MONDO:0018438	98
1200458	[Shitei] Chronic idiopathic intestinal pseudo-obstruction	CIIP	[指定] 慢性特発性偽性腸閉塞症		MONDO:0017574	99
1200459	[Shitei] Megacystis-microcolon-intestinal hypoperistalsis syndrome	Huge bladder short and small colon intestinal peristalsis deficiency|Megacystis microcolon intestinal hypoperistalsis syndrome|MMIHS	[指定] 巨大膀胱短小結腸腸管蠕動不全症		MONDO:0007960	100
1200460	[Shitei] Congenital isolated hypoganglionosis	Intestinal ganglion cells insignificant disease	[指定] 腸管神経節細胞僅少症		MONDO:0008738	101
1200461	[Shitei] Rubinstein-Taybi syndrome		[指定] ルビンシュタイン・テイビ症候群	Rubinstein-Taybi症候群	MONDO:0019188	102
1200462	[Shitei] CFC Syndrome	Cardio-facio-cutaneous syndrome	[指定] CFC症候群	心臓・顔・皮膚症候群|cardio-facio-cutaneous症候群	MONDO:0015280	103
1200463	[Shitei] Costello syndrome		[指定] コステロ症候群	Costello症候群	MONDO:0009026	104
1200464	[Shitei] CHARGE syndrome		[指定] チャージ症候群	CHARGE症候群	MONDO:0008965	105
1200465	[Shitei] Cryopyrin-associated periodic syndrome	Cryopyrin associated periodic fever syndrome	[指定] クリオピリン関連周期熱症候群		MONDO:0016168	106
1200469	[Shitei] Juvenile idiopathic arthritis	JIA	[指定] 若年性特発性関節炎		MONDO:0011429	107
1200472	[Shitei] TNF receptor-associated periodic fever syndrome	TRAPS	[指定] TNF受容体関連周期性症候群		MONDO:0007727	108
1200473	[Shitei] Atypical hemolytic uremic syndrome	Atypical haemolytic uraemic syndrome|aHUS	[指定] 非典型溶血性尿毒症症候群		MONDO:0016244	109
1200476	[Shitei] Blau syndrome	Early onset sarcoidosis	[指定] ブラウ症候群	Blau症候群|若年発症サルコイドーシス	MONDO:0008523	110
1200477	[Shitei] Congenital myopathy		[指定] 先天性ミオパチー		MONDO:0019952	111
1200485	[Shitei] Marinesco-Sjogren syndrome		[指定] マリネスコ・シェーグレン症候群	MSS|Marinesco-Sjogren症候群	MONDO:0009567	112
1200486	[Shitei] Muscular dystrophy		[指定] 筋ジストロフィー		MONDO:0020121	113
1200496	[Shitei] Non-dystrophic myotonia	Non-dystrophic myotonic syndromes	[指定] 非ジストロフィー性ミオトニー症候群		MONDO:0016110	114
1200502	[Shitei] Hereditary periodic paralysis	Familial periodic paralysis	[指定] 遺伝性周期性四肢麻痺		MONDO:0000995	115
1200505	[Shitei] Atopic myelitis		[指定] アトピー性脊髄炎			116
1200506	[Shitei] Syringomyelia		[指定] 脊髄空洞症		MONDO:0017987	117
1200509	[Shitei] Myelomeningocele		[指定] 脊髄髄膜瘤		MONDO:0017069|MONDO:0019773	118
1200510	[Shitei] Isaacs syndrome	Isaacs' syndrome	[指定] アイザックス症候群	Isaacs症候群	MONDO:0019399	119
1200511	[Shitei] Hereditary dystonia		[指定] 遺伝性ジストニア		MONDO:0044807	120
1200542	[Shitei] Neurodegeneration with brain iron accumulation	NBIA	[指定] 脳内鉄沈着神経変性症	神経フェリチン症	MONDO:0018307	121
1200543	[Shitei] Superficial siderosis	Brain table hemosiderosis	[指定] 脳表ヘモジデリン沈着症		MONDO:0016594	122
1200544	[Shitei] HTRA1-Related Cerebral Small Vessel Disease	Cerebral autosomal recessive arteriopathy with baldness and degenerative spondylosis|Autosomal recessive leukoencephalopathy with baldness and degenerative spondylosis|CARASIL|Cerebral autosomal recessive arteriopathy with subcortical infarcts and leukoencephalopathy	[指定] HTRA1関連脳小血管病	CARASIL|禿頭と変形性脊椎症を伴う常染色体劣性白質脳症	MONDO:0010829	123
1200545	[Shitei] Cerebral autosomal dominant arteriopathy with subcortical infarct and leukoencephalopathy	Autosomal dominant cerebral artery disease with subcortical infarct and leukoencephalopathy|Cerebral autosomal dominant arteriopathy with subcortical infarcts and leukoencephalopathy|CADASIL	[指定] 皮質下梗塞と白質脳症を伴う常染色体優性脳動脈症	CADASIL	MONDO:0007432	124
1200546	[Shitei] Hereditary diffuse leukoencephalopathy with spheroid	HDLS	[指定] 神経軸索スフェロイド形成を伴う遺伝性びまん性白質脳症		MONDO:0009096	125
1200547	[Shitei] Perry disease	Perry syndrome	[指定] ペリー病	Perry症候群|ペリー症候群	MONDO:0008201	126
1200548	[Shitei] Frontotemporal lobar degeneration	FTLD	[指定] 前頭側頭葉変性症		MONDO:0017276	127
1200551	[Shitei] Bickerstaff's brainstem encephalitis	Bickerstaff brainstem encephalitis|Vickers staff brainstem encephalitis	[指定] ビッカースタッフ脳幹脳炎	Bickerstaff型脳幹脳炎	MONDO:0019208	128
1200552	[Shitei] Acute encephalopathy with biphasic seizures and late reduced diffusion	AESD	[指定] 痙攣重積型（二相性）急性脳症	痙攣重積型急性脳症	MONDO:0018198	129
1200553	[Shitei] Congenital insensitivity to pain with anhidrosis	CIPA	[指定] 先天性無痛無汗症		MONDO:0009746	130
1200554	[Shitei] Alexander disease	AxD	[指定] アレキサンダー病	Alexander病	MONDO:0008752	131
1200558	[Shitei] Congenital suprabulbar paresis	Congenital supranuclear bulbar palsy|Worster-Drought syndrome	[指定] 先天性核上性球麻痺	ウースター・ドロート症候群	MONDO:0008503	132
1200559	[Shitei] Moebius syndrome	Möbius syndrome	[指定] メビウス症候群	Moebius症候群	MONDO:0008006	133
1200560	[Shitei] Septo-optic dysplasia / De Morsier syndrome	SOD	[指定] 中隔視神経形成異常症／ドモルシア症候群	中隔視神経形成異常症／De Morsier症候群	MONDO:0008428	134
1200562	[Shitei] Aicardi syndrome		[指定] アイカルディ症候群	Aicardi症候群	MONDO:0010568	135
1200563	[Shitei] Hemimegalencephaly		[指定] 片側巨脳症		MONDO:0020492	136
1200564	[Shitei] Focal cortical dysplasia	FCD	[指定] 限局性皮質異形成	FCD	MONDO:0019009	137
1200574	[Shitei] Neuronal migration defects	Lissencephaly|Nerve cell migration disorders|Miller-Dieker syndrom	[指定] 神経細胞移動異常症		MONDO:0018838	138
1200575	[Shitei] Congenital hypomyelinating leukodystrophy	Congenital cerebral white matter aplasia	[指定] 先天性大脳白質形成不全症		MONDO:0019046	139
1200587	[Shitei] Dravet syndrome	Dorabe syndrome	[指定] ドラベ症候群		MONDO:0100135	140
1200588	[Shitei] Mesial temporal lobe epilepsy with bilateral hippocampal sclerosis	Mesial temporal lobe epilepsy with hippocampal sclerosis	[指定] 海馬硬化を伴う内側側頭葉てんかん		MONDO:0020476	141
1200589	[Shitei] Myoclonic absence epilepsy	Epilepsy with myoclonic absence|EMA	[指定] ミオクロニー欠神てんかん		MONDO:0019487	142
1200590	[Shitei] Epilepsy with myoclonic atonic seizures	Epilepsy with myoclonic cataplexy	[指定] ミオクロニー脱力発作を伴うてんかん		MONDO:0016025	143
1200591	[Shitei] Lennox-Gastaut syndrome		[指定] レノックス・ガストー症候群	Lennox-Gastaut症候群	MONDO:0016532	144
1200592	[Shitei] West syndrome	Infantile spasms	[指定] ウエスト症候群	点頭てんかん|West症候群	MONDO:0018097	145
1200593	[Shitei] Ohtahara syndrome	Early infantile epileptic encephalopathy with suppression burst	[指定] 大田原症候群	早期乳児てんかん性脳症	MONDO:0100062	146
1200594	[Shitei] Early myoclonic encephalopathy		[指定] 早期ミオクロニー脳症	EME	MONDO:0016022	147
1200595	[Shitei] Epilepsy of infancy with migrating focal seizures	Infant epilepsy with migratory focus seizure|Migrating partial seizures in infancy|EIMFS	[指定] 遊走性焦点発作を伴う乳児てんかん		MONDO:0017385|MONDO:0100025	148
1200596	[Shitei] Hemiconvulsion-hemiplegia-epilepsy syndrome	One side convulsions, hemiplegia epilepsy syndrome|HHE	[指定] 片側痙攣・片麻痺・てんかん症候群		MONDO:0019485	149
1200597	[Shitei] Ring chromosome 20 syndrome	Ring chromosome 20 epilepsy syndrome	[指定] 環状20番染色体症候群		MONDO:0015436	150
1200598	[Shitei] Rasmussen's encephalitis	Rasmussen encephalitis	[指定] ラスムッセン脳炎	Rasmussen脳炎	MONDO:0016019	151
1200599	[Shitei] PCDH19-related syndrome	PCDH19 epilepsy|PCDH19-related epilepsy|Epilepsy and mental retardation limited to females|EFMR	[指定] PCDH19関連症候群	PCDH19関連てんかん	MONDO:0010246	152
1200600	[Shitei] Acute encephalitis with refractory, repetitive partial seizures	Refractory frequent partial seizures intussusception acute encephalitis|AERRPS	[指定] 難治頻回部分発作重積型急性脳炎		MONDO:0015584	153
1200601	[Shitei] Developmental and/or epileptic encephalopathy with spike-wave activation in sleep	Epilepsy with continuous spikes and waves during slow sleep|DEE-SWAS|EE-SWAS	[指定] 睡眠時棘徐波活性化を示す発達性てんかん性脳症およびてんかん性脳症		MONDO:0800501|MONDO:0022858	154
1200602	[Shitei] Landau-Kleffner syndrome	Acquired aphasia with convulsive disorder	[指定] ランドウ・クレフナー症候群	Landau-Kleffner症候群	MONDO:0009509	155
1200603	[Shitei] Rett syndrome		[指定] レット症候群	Rett症候群	MONDO:0010726	156
1200606	[Shitei] Sturge-Weber syndrome		[指定] スタージ・ウェーバー症候群		MONDO:0008501	157
1200607	[Shitei] Tuberous sclerosis complex	Tuberous sclerosis|TSC	[指定] 結節性硬化症		MONDO:0001734|MONDO:0019341	158
1200608	[Shitei] Xeroderma pigmentosum	XP	[指定] 色素性乾皮症		MONDO:0019600	159
1200609	[Shitei] Congenital ichthyosis		[指定] 先天性魚鱗癬		MONDO:0015947	160
1200631	[Shitei] Benign familial pemphigus	Hailey-Hailey disease|Familial benign chronic pemphigus	[指定] 家族性良性慢性天疱瘡	ヘイリー・ヘイリー病	MONDO:0008218	161
1200632	[Shitei] Pemphigoid (including Epidermolysis bullosa acquisita)	Pemphigoid	[指定] 類天疱瘡		MONDO:0019082	162
1200636	[Shitei] Acquired idiopathic generalized anhidrosis	Idiopathic acquired systemic anhidrosis|Idiopathic pure sudomotor failure|AIGA	[指定] 特発性後天性全身性無汗症			163
1200637	[Shitei] Oculocutaneous albinism	OCA	[指定] 眼皮膚白皮症		MONDO:0018910	164
1200642	[Shitei] Pachydermoperiostosis	PDP	[指定] 肥厚性皮膚骨膜症		MONDO:0009799|MONDO:0016620	165
1200643	[Shitei] Pseudoxanthoma elasticum	PXE	[指定] 弾性線維性仮性黄色腫	PXE	MONDO:0024308	166
1200644	[Shitei] Marfan syndrome/Loeys-Dietz Syndrome	Marfan syndrome|Loeys-Dietz Syndrome	[指定] マルファン症候群／ロイス・ディーツ症候群	Marfan症候群|マルファン症候群	MONDO:0007947	167
1200645	[Shitei] Ehlers-Danlos Syndrome	EDS	[指定] エーラス・ダンロス症候群		MONDO:0020066	168
1200653	[Shitei] Menkes disease		[指定] メンケス病		MONDO:0010651	169
1200654	[Shitei] Occipital horn syndrome		[指定] オクシピタル・ホーン症候群		MONDO:0010572	170
1200655	[Shitei] Wilson disease		[指定] ウィルソン病	Wilson病	MONDO:0010200	171
1200656	[Shitei] Hypophosphatasia		[指定] 低ホスファターゼ症		MONDO:0018570	172
1200657	[Shitei] VATER syndrome	VATER association	[指定] VATER症候群		MONDO:0008642	173
1200658	[Shitei] Nasu-Hakola disease		[指定] 那須・ハコラ病		MONDO:0009092	174
1200659	[Shitei] Weaver syndrome		[指定] ウィーバー症候群	Weaver症候群	MONDO:0010193	175
1200660	[Shitei] Coffin-Lowry syndrome		[指定] コフィン・ローリー症候群	Coffin-Lowry症候群	MONDO:0010561	176
1200661	[Shitei] Joubert syndrome and related disorders	Cerebro-oculo-hepato-renal syndrome	[指定] ジュベール症候群関連疾患		MONDO:0015369	177
1200663	[Shitei] Mowat-Wilson syndrome		[指定] モワット・ウィルソン症候群	Mowat-Wilson症候群	MONDO:0009341	178
1200664	[Shitei] Williams syndrome		[指定] ウィリアムズ症候群	Williams症候群	MONDO:0008678	179
1200665	[Shitei] ATR-X syndrome	Alpha-thalassemia/mental retardation syndrome|X-linked a-thalassemia/intellectual disability syndrome	[指定] ATR-X症候群	X連鎖αサラセミア・精神遅滞症候群	MONDO:0010519	180
1200666	[Shitei] Crouzon's syndrome	Crouzon syndrome	[指定] クルーゾン症候群	Crouzon症候群	MONDO:0007405	181
1200667	[Shitei] Apert syndrome		[指定] アペール症候群	Apert症候群	MONDO:0007041	182
1200668	[Shitei] Pfeiffer syndrome		[指定] ファイファー症候群	Pfeiffer症候群	MONDO:0005810|MONDO:0007043	183
1200669	[Shitei] Antley-Bixler syndrome	Antley-Bixler Syndrome Phenotype	[指定] アントレー・ビクスラー症候群		MONDO:0008803	184
1200670	[Shitei] Coffin-Siris syndrome		[指定] コフィン・シリス症候群	Coffin-Siris症候群	MONDO:0015452	185
1200671	[Shitei] Rothmund-Thomson syndrome		[指定] ロスムンド・トムソン症候群		MONDO:0010002	186
1200672	[Shitei] Kabuki syndrome		[指定] 歌舞伎症候群		MONDO:0016512	187
1200673	[Shitei] Polysplenia syndrome		[指定] 多脾症候群			188
1200674	[Shitei] Asplenia syndrome		[指定] 無脾症候群			189
1200675	[Shitei] Branchio-oto-renal syndrome	BOR syndrome	[指定] 鰓耳腎症候群	BOR症候群	MONDO:0007029|MONDO:0018878	190
1200676	[Shitei] Werner syndrome		[指定] ウェルナー症候群		MONDO:0010196	191
1200677	[Shitei] Cockayne syndrome		[指定] コケイン症候群	Cockayne症候群	MONDO:0016006	192
1200678	[Shitei] Prader-Willi syndrome		[指定] プラダー・ウィリ症候群	Prader-Willi症候群	MONDO:0008300	193
1200679	[Shitei] Sotos syndrome		[指定] ソトス症候群	Sotos症候群	MONDO:0019349	194
1200680	[Shitei] Noonan syndrome		[指定] ヌーナン症候群	Noonan症候群	MONDO:0018997	195
1200681	[Shitei] Young-Simpson syndrome		[指定] ヤング・シンプソン症候群	Young-Simpson症候群	MONDO:0011365	196
1200682	[Shitei] 1p36 deletion syndrome		[指定] 1ｐ36欠失症候群		MONDO:0011929	197
1200683	[Shitei] 4p deletion syndrome	4p-syndrome|Wolf-Hirschhorn syndrome	[指定] 4p欠失症候群	ウォルフ・ヒルシュホーン症候群	MONDO:0008684	198
1200684	[Shitei] 5p deletion syndrome	5p-syndrome	[指定] 5p欠失症候群	5p-症候群	MONDO:0007404	199
1200685	[Shitei] Paternal uniparental disomy of chromosome 14	No. 14 chromosome father disomy syndrome|Kagami-Ogata syndrome|Paternal uniparental disomy 14	[指定] 第14番染色体父親性ダイソミー症候群		MONDO:0011975	200
